ts, sip, dip, sport, dport, proto, dura, orig_pks, reply_pks, orig_bytes, reply_bytes, orig_min_pkt_size, orig_max_pkt_size, reply_min_pkt_size, reply_max_pkt_size, orig_min_interval, orig_max_interval, reply_min_interval, reply_max_interval, orig_min_ttl, orig_max_ttl, reply_min_ttl, reply_max_ttl, urg, ack, psh, rst, syn, fin, is_new, state, prev_state
9927377, 192.168.10.25, 23.111.9.30, 1771,20480, 6,6, 7,5,654,715, 40,390,40,512, 3,3,3,4, 64,64,55,55, 0,11,3,0,2,2, 1,6,4
9927377, 192.168.10.8, 31.13.80.36, 13776,47873, 6,6, 9,12,904,4435, 40,237,40,1450, 1,2,1,2, 128,128,87,87, 0,20,10,1,2,2, 1,6,4
9927377, 192.168.10.17, 172.217.10.66, 9149,47873, 6,6, 22,19,4036,11074, 52,1320,52,1470, 1,1709,1,1708, 64,64,52,52, 0,40,11,0,2,2, 1,6,4
9927377, 192.168.10.25, 52.6.89.8, 5870,47873, 6,6, 20,14,1905,8701, 40,473,52,1500, 15,569,2,620, 64,64,236,236, 0,29,9,4,2,3, 1,6,5
9927377, 192.168.10.25, 23.194.180.128, 42477,47873, 6,6, 17,10,1774,3141, 40,489,52,1500, 1,11,3,14, 64,64,54,54, 0,23,9,3,3,2, 1,6,5
9927377, 192.168.10.19, 172.217.10.98, 51430,47873, 6,6, 23,19,2580,5628, 52,1047,52,1470, 3,6054,4,6038, 64,64,52,52, 0,41,7,0,2,2, 1,6,4
9927377, 192.168.10.8, 50.116.194.23, 54739,47873, 6,6, 11,9,3337,4296, 40,1053,40,1500, 6,1109,2,1148, 128,128,50,51, 0,19,9,0,2,2, 1,6,4
9927377, 192.168.10.8, 151.101.20.193, 20689,20480, 6,6, 5,5,550,569, 40,378,40,397, 3,21,1,23, 128,128,54,54, 0,9,2,0,2,2, 1,6,4
9927377, 192.168.10.19, 72.167.239.239, 26604,20480, 6,6, 5,4,697,216, 52,481,52,60, 4,25,20,21, 64,64,50,50, 0,8,1,0,2,2, 1,6,4
9927377, 192.168.10.25, 172.217.10.66, 40425,47873, 6,6, 11,6,1513,1263, 52,729,52,857, 1,66,10,77, 64,64,52,52, 0,16,7,0,2,2, 1,6,4
9927377, 192.168.10.12, 199.187.193.130, 5832,47873, 6,6, 24,24,2104,5180, 52,539,52,1500, 2,2798,3,2863, 64,64,243,243, 0,47,8,0,2,2, 1,6,4
9927377, 192.168.10.17, 151.101.210.49, 47040,47873, 6,6, 42,53,2955,57880, 40,502,52,1500, 1,4465,1,4465, 64,64,52,52, 0,92,8,2,2,2, 1,6,5
9927377, 192.168.10.17, 217.175.53.65, 59351,47873, 6,6, 7,0,420,0, 60,60,0,0, 9,2825,0,0, 64,64,0,0, 0,0,0,0,7,0, 1,6,1
9927377, 192.168.10.16, 172.217.12.206, 722,20480, 6,6, 21,17,2405,3130, 52,487,52,798, 1,1560,2,1566, 64,64,52,52, 0,37,6,0,2,2, 1,6,4
9927377, 192.168.10.12, 72.167.239.239, 64201,20480, 6,6, 5,6,698,2586, 52,482,52,1500, 2,2,2,2, 64,64,50,50, 0,10,2,0,2,2, 1,6,4
9927377, 192.168.10.51, 104.88.85.56, 34207,47873, 6,6, 45,53,2719,53495, 40,242,52,1500, 1,1892,1,1889, 64,64,55,55, 0,96,7,2,2,1, 1,6,5
9927377, 192.168.10.51, 173.241.254.212, 14219,47873, 6,6, 20,22,3394,17553, 40,850,40,1500, 2,2686,1,2685, 64,64,51,51, 0,41,12,0,2,2, 1,6,4
9927377, 192.168.10.17, 172.217.6.226, 44769,20480, 6,6, 18,16,2830,1724, 52,996,52,494, 1,2539,1,2539, 64,64,52,52, 0,33,4,0,2,1, 1,6,4
9927377, 192.168.10.16, 23.23.147.226, 32998,47873, 6,6, 18,15,1607,6235, 52,398,52,1500, 2,1275,3,1274, 64,64,236,236, 0,32,8,0,2,2, 1,6,4
9927377, 192.168.10.51, 192.168.10.50, 6585,5632, 6,6, 44,44,5032,8938, 52,508,52,1028, 1,10,1,9, 64,64,64,64, 0,86,48,0,4,4, 1,6,4
9927377, 192.168.10.12, 69.90.153.133, 21184,47873, 6,6, 17,15,1735,4689, 52,576,52,1500, 1,2889,4,2899, 64,64,55,55, 0,31,6,0,2,2, 1,6,4
9927377, 192.168.10.12, 34.202.180.186, 9928,47873, 6,6, 11,6,907,1850, 40,246,52,1500, 2,63,2,67, 64,64,236,236, 0,14,5,2,2,2, 1,6,5
9927377, 192.168.10.51, 162.213.33.44, 48545,47873, 6,6, 10,11,1231,4530, 52,319,52,1500, 1,3,1,3, 64,64,49,49, 0,20,7,0,2,2, 1,6,4
9927377, 192.168.10.51, 74.208.255.133, 14760,47873, 6,6, 10,11,1132,1700, 52,569,52,559, 6,2132,1,2165, 64,64,54,54, 0,20,6,0,2,2, 1,6,4
9927377, 192.168.10.16, 23.50.75.27, 58508,20480, 6,6, 4,2,216,112, 52,60,52,60, 2,460,462,462, 64,64,56,56, 0,5,0,0,2,2, 1,6,4
9927377, 192.168.10.25, 172.217.11.2, 48623,47873, 6,6, 12,7,1581,1155, 52,745,52,697, 1,1755,1,1756, 64,64,52,52, 0,18,7,0,2,3, 1,6,4
9927377, 192.168.10.12, 5.187.1.122, 40654,47873, 6,6, 60,54,8158,52770, 52,467,52,1500, 1,7245,1,7466, 64,64,54,54, 0,113,25,0,2,2, 1,6,4
9927377, 192.168.10.25, 23.208.158.158, 62186,47873, 6,6, 15,11,2846,1184, 40,1500,52,473, 1,26,4,17, 64,64,53,53, 0,22,8,3,3,2, 1,6,5
9927377, 192.168.10.8, 199.38.164.54, 52689,47873, 6,6, 9,11,1772,6216, 40,893,40,1491, 3,679,2,649, 128,128,119,246, 0,19,9,1,2,1, 1,6,5
9927377, 192.168.10.19, 178.250.2.85, 53453,47873, 6,6, 18,21,1750,6731, 52,394,40,1500, 38,5581,1,5627, 64,64,243,243, 0,38,6,1,2,0, 1,6,5
9927377, 192.168.10.51, 72.21.91.29, 7843,20480, 6,6, 23,18,2952,4128, 52,489,52,848, 1,3187,1,3187, 64,64,54,54, 0,40,8,0,2,2, 1,6,4
9927377, 192.168.10.25, 54.153.125.234, 28138,47873, 6,6, 14,9,1412,1808, 40,521,52,1209, 1,2,1,2, 64,64,240,240, 0,18,8,4,2,3, 1,6,5
9927377, 192.168.10.14, 104.88.1.160, 55254,47873, 6,6, 10,8,765,4346, 40,236,40,1500, 1,557,4,634, 128,128,55,55, 0,17,6,1,2,2, 1,6,5
9927377, 192.168.10.5, 157.240.18.19, 16379,47873, 6,6, 42,42,2632,42473, 40,241,40,1450, 1,5616,1,5618, 128,128,83,83, 0,82,21,2,2,2, 1,6,5
9927377, 192.168.10.25, 52.8.118.210, 41448,47873, 6,6, 14,10,1856,1696, 40,953,52,1033, 1,11,2,5, 64,64,240,240, 0,20,8,3,2,3, 1,6,5
9927377, 192.168.10.5, 74.119.118.74, 35067,47873, 6,6, 16,16,1547,11784, 40,397,40,1500, 2,3153,1,3158, 128,128,245,245, 0,31,7,1,2,0, 1,6,5
9927377, 192.168.10.25, 172.217.10.34, 36845,47873, 6,6, 21,18,2692,13507, 52,1385,52,1465, 1,25,1,11, 64,64,52,52, 0,38,15,0,2,4, 1,6,4
9927377, 192.168.10.8, 52.85.100.25, 17871,47873, 6,6, 22,20,1575,5977, 40,354,40,1500, 2,1497,15,1500, 128,128,241,241, 0,41,6,0,2,2, 1,6,4
9927377, 192.168.10.19, 23.50.75.27, 11668,20480, 6,6, 4,2,216,112, 52,60,52,60, 3,809,814,814, 64,64,56,56, 0,5,0,0,2,2, 1,6,4
9927377, 192.168.10.12, 54.192.36.141, 47333,47873, 6,6, 64,137,4862,180190, 52,569,52,1500, 2,3245,1,3251, 64,64,242,242, 0,200,9,0,2,2, 1,6,4
9927377, 192.168.10.8, 172.217.10.65, 12499,47873, 6,6, 19,16,1487,4795, 40,246,40,1470, 1,11808,4,11812, 128,128,52,52, 0,34,17,0,2,2, 1,6,4
9927377, 192.168.10.25, 34.192.107.197, 24041,47873, 6,6, 10,8,1043,1068, 52,374,52,537, 1,15,2,15, 64,64,237,237, 0,17,7,0,2,2, 1,6,4
9927377, 192.168.10.8, 72.30.3.43, 57297,47873, 6,6, 11,10,2073,3269, 40,740,40,1500, 4,881,12,938, 128,128,46,46, 0,20,8,0,2,2, 1,6,4
9927377, 192.168.10.51, 52.20.50.84, 43961,20480, 6,6, 4,2,216,112, 52,60,52,60, 3,135,138,138, 64,64,236,236, 0,5,0,0,2,2, 1,6,4
9927377, 192.168.10.51, 31.186.87.67, 16605,20480, 6,6, 5,5,693,515, 52,477,52,299, 30,49,10,30, 64,64,48,48, 0,9,2,0,2,2, 1,6,4
9927377, 192.168.10.17, 8.43.72.62, 60853,20480, 6,6, 8,8,340,5039, 40,60,40,1399, 1,1439,1,1442, 64,64,117,244, 0,15,4,0,2,2, 1,6,4
9927377, 192.168.10.25, 172.217.10.66, 31468,47873, 6,6, 23,20,4537,13611, 52,1420,52,1465, 1,7,1,7, 64,64,52,52, 0,42,15,0,2,4, 1,6,4
9927377, 192.168.10.51, 87.106.49.27, 13507,47873, 6,6, 8,8,1877,1185, 52,901,52,632, 1,2,1,2, 64,64,52,52, 0,15,6,0,2,2, 1,6,4
9927377, 192.168.10.17, 23.194.108.108, 33942,47873, 6,6, 55,49,18490,41524, 40,1432,52,1500, 1,3226,1,3227, 64,64,55,55, 0,101,28,2,2,2, 1,6,5
9927377, 192.168.10.8, 5.45.205.231, 50130,20480, 6,6, 6,4,695,172, 40,483,40,52, 11,3072,10,3072, 128,128,52,52, 0,9,1,0,2,2, 1,6,4
9927377, 192.168.10.12, 23.194.142.50, 39603,47873, 6,6, 61,49,3880,49379, 40,409,52,1500, 1,3005,2,2949, 64,64,55,55, 0,108,9,2,2,1, 1,6,5
9927377, 192.168.10.51, 173.194.205.156, 14776,47873, 6,6, 28,25,3136,6923, 52,702,52,1470, 2,3067,3,3070, 64,64,44,44, 0,52,9,0,2,2, 1,6,4
9927377, 192.168.10.51, 172.217.9.238, 12468,20480, 6,6, 4,3,216,164, 52,60,52,60, 1,496,498,498, 64,64,52,52, 0,6,0,0,2,2, 1,6,4
9927377, 192.168.10.14, 148.251.52.222, 35286,47873, 6,6, 74,55,7562,47851, 40,270,40,1500, 1,2457,1,2492, 128,128,52,52, 0,128,46,1,2,0, 1,6,5
9927377, 192.168.10.25, 54.192.37.5, 13296,47873, 6,6, 16,11,1802,7879, 52,521,52,1500, 1,2,1,2, 64,64,241,241, 0,26,7,0,2,3, 1,6,4
9927377, 192.168.10.17, 72.167.239.239, 28849,20480, 6,6, 5,3,649,234, 40,469,40,150, 22,44,43,58, 64,64,53,53, 0,7,2,0,2,2, 1,6,4
9927377, 192.168.10.51, 172.217.12.168, 52942,47873, 6,6, 27,33,2091,27720, 52,378,52,1470, 1,2543,1,2549, 64,64,52,52, 0,59,16,0,2,1, 1,6,4
9927377, 192.168.10.17, 184.73.154.74, 33773,47873, 6,6, 17,11,2545,2110, 52,1394,52,1500, 3,1341,3,1337, 64,64,235,235, 0,27,5,0,2,2, 1,6,4
9927377, 192.168.10.25, 50.31.185.43, 48104,47873, 6,6, 6,4,410,223, 52,138,52,60, 7,14,7,36, 64,64,53,53, 0,9,2,0,2,2, 1,6,4
9927377, 192.168.10.5, 54.192.36.137, 15355,47873, 6,6, 9,6,734,3430, 40,245,40,1500, 1,1306,1,1324, 128,128,242,242, 0,14,4,0,2,2, 1,6,4
9927377, 192.168.10.17, 172.217.12.202, 4528,47873, 6,6, 10,7,907,4345, 52,238,52,1470, 1,2967,5,2976, 64,64,52,52, 0,16,5,0,2,2, 1,6,4
9927377, 192.168.10.17, 64.210.137.102, 45526,47873, 6,6, 14,11,1724,7455, 52,422,52,1500, 2,869,2,886, 64,64,55,55, 0,24,11,0,2,2, 1,6,4
9927377, 192.168.10.25, 192.168.10.3, 23537,34049, 6,6, 22,11,4154,2536, 52,1357,40,1500, 3216,3216,1,3216, 64,64,128,128, 0,31,16,2,4,0, 1,6,5
9927377, 192.168.10.14, 98.139.225.43, 47573,47873, 6,6, 12,12,1676,5040, 40,511,40,1500, 1,932,3,966, 128,128,46,46, 0,23,9,0,2,2, 1,6,4
9927377, 192.168.10.9, 162.208.22.39, 2321,47873, 6,6, 12,10,1763,3671, 40,516,40,1500, 8,2035,1,2068, 128,128,50,50, 0,21,9,0,2,2, 1,6,4
9927377, 192.168.10.12, 213.180.204.90, 37572,47873, 6,6, 8,6,1023,476, 52,569,52,208, 103,4876,432,4236, 64,64,47,47, 0,13,4,0,2,2, 1,6,4
9927377, 192.168.10.25, 68.67.178.138, 38380,47873, 6,6, 12,7,1234,1523, 52,409,52,1065, 1,5,3,6, 64,64,51,51, 0,18,7,0,2,3, 1,6,4
9927377, 192.168.10.16, 172.217.12.201, 9436,47873, 6,6, 15,12,1313,4857, 52,244,52,1470, 2,20,6,34, 64,64,52,52, 0,26,10,0,2,2, 1,6,4
9927377, 192.168.10.12, 23.21.56.63, 43736,47873, 6,6, 19,12,3398,3572, 52,1096,52,1500, 16,3042,1,3031, 64,64,236,236, 0,30,7,0,2,2, 1,6,4
9927377, 192.168.10.25, 72.249.192.58, 42473,47873, 6,6, 13,8,1267,908, 40,425,52,361, 2,16,1,16, 64,64,57,57, 0,17,8,3,2,2, 1,6,5
9927377, 192.168.10.12, 151.101.20.239, 2190,47873, 6,6, 38,34,3461,24959, 40,427,52,1500, 1,3003,1,2948, 64,64,54,54, 0,69,14,2,2,3, 1,6,5
9927377, 192.168.10.17, 172.217.9.227, 65428,47873, 6,6, 11,11,922,5743, 52,232,52,1470, 2,1088,2,1088, 64,64,52,52, 0,21,5,0,2,2, 1,6,4
9927377, 192.168.10.12, 172.217.3.36, 30340,47873, 6,6, 25,26,2984,5949, 52,446,52,1470, 1,11292,2,11290, 64,64,51,51, 0,50,27,0,2,2, 1,6,4
9927377, 192.168.10.17, 216.200.232.61, 44172,47873, 6,6, 48,44,5560,5022, 52,1414,52,1500, 6,4390,3,4336, 64,64,51,51, 0,91,8,0,2,2, 1,6,4
9927377, 192.168.10.17, 91.121.44.108, 58307,47873, 6,6, 14,10,1440,3705, 52,391,52,1500, 8,671,2,672, 64,64,51,51, 0,23,6,0,2,3, 1,6,4
9927377, 192.168.10.9, 172.217.12.142, 19982,20480, 6,6, 4,2,172,92, 40,52,40,52, 1,1002,1004,1004, 128,128,52,52, 0,5,0,0,2,2, 1,6,4
9927377, 192.168.10.17, 193.243.130.87, 19913,20480, 6,6, 6,7,320,4716, 52,60,52,1500, 1,386,1,371, 64,64,242,242, 0,12,1,0,2,2, 1,6,4
9927377, 192.168.10.51, 162.213.33.44, 9634,47873, 6,6, 11,11,1431,4530, 52,319,52,1500, 1,3,1,4, 64,64,49,49, 0,21,8,0,2,2, 1,6,4
9927377, 192.168.10.8, 217.20.155.82, 64978,47873, 6,6, 7,6,891,393, 40,557,40,181, 4,2473,151,2328, 128,128,50,50, 0,12,4,0,2,2, 1,6,4
9927377, 192.168.10.5, 23.50.75.27, 5116,20480, 6,6, 17,17,1133,2887, 40,470,40,1500, 4,3538,3,3548, 128,128,56,56, 0,33,3,0,2,2, 1,6,4
9927377, 192.168.10.25, 151.80.71.202, 36334,47873, 6,6, 12,7,1327,739, 52,505,52,281, 5,35,2,44, 64,64,51,51, 0,18,7,0,2,4, 1,6,4
9927377, 192.168.10.19, 178.255.83.1, 61146,20480, 6,6, 5,5,705,1127, 52,489,52,911, 1,2,2,2, 64,64,55,55, 0,9,2,0,2,2, 1,6,4
9927377, 192.168.10.25, 146.20.128.81, 40942,47873, 6,6, 12,7,1676,915, 52,857,52,457, 1,15,1,15, 64,64,51,51, 0,18,7,0,2,3, 1,6,4
9927377, 192.168.10.17, 93.184.216.172, 27798,47873, 6,6, 12,9,1025,6272, 40,276,52,1500, 1,614,1,655, 64,64,55,55, 0,18,6,2,2,2, 1,6,4
9927377, 192.168.10.9, 209.205.217.43, 24849,20480, 6,6, 31,24,9428,4881, 40,595,40,295, 2,5862,1,5905, 128,128,48,48, 0,54,30,1,2,0, 1,6,5
9927377, 192.168.10.25, 209.48.71.112, 56815,20480, 6,6, 6,4,711,1540, 52,439,52,1376, 2,15,2,14, 64,64,53,53, 0,9,2,0,2,2, 1,6,4
9927377, 192.168.10.51, 192.0.72.3, 35234,47873, 6,6, 53,47,3243,53434, 40,416,40,1500, 1,1116,1,1189, 64,64,52,52, 0,99,11,0,2,2, 1,6,4
9927377, 192.168.10.14, 52.201.35.194, 23511,47873, 6,6, 16,15,1642,5177, 40,711,40,1500, 1,2934,1,2935, 128,128,46,46, 0,30,7,0,2,2, 1,6,4
9927377, 192.168.10.12, 151.101.21.108, 18628,47873, 6,6, 23,18,2541,5195, 40,1065,52,1500, 1,2744,1,2757, 64,64,54,54, 0,38,7,2,2,2, 1,6,5
9927377, 192.168.10.12, 204.44.79.6, 46805,47873, 6,6, 11,9,1474,4202, 52,626,52,1500, 1,902,1,902, 64,64,53,53, 0,19,6,0,2,2, 1,6,4
9927377, 192.168.10.14, 172.217.9.238, 24022,20480, 6,6, 4,2,172,92, 40,52,40,52, 1,562,563,563, 128,128,52,52, 0,5,0,0,2,2, 1,6,4
9927377, 192.168.10.15, 54.192.37.124, 40652,47873, 6,6, 9,5,738,1002, 40,249,40,572, 1,86,2,89, 128,128,241,241, 0,13,5,0,2,2, 1,6,4
9927377, 192.168.10.17, 34.224.179.209, 33480,47873, 6,6, 17,14,1778,2609, 52,626,52,1500, 1,1726,1,1726, 64,64,236,236, 0,30,6,0,2,2, 1,6,4
9927377, 192.168.10.25, 68.67.178.111, 29935,20480, 6,6, 18,16,3202,12793, 52,550,40,1500, 1,2811,1,2818, 64,64,53,53, 0,32,11,1,2,2, 1,6,5
9927377, 192.168.10.25, 52.8.89.71, 3567,47873, 6,6, 29,25,6915,9903, 40,1129,52,1241, 1,147,1,147, 64,64,240,240, 0,49,22,4,2,3, 1,6,5
9927377, 192.168.10.51, 92.45.106.113, 61404,20480, 6,6, 4,2,180,92, 40,60,40,52, 6,829,835,835, 64,64,241,241, 0,5,0,0,2,2, 1,6,4
9927377, 192.168.10.25, 34.192.107.197, 9193,47873, 6,6, 14,11,1510,4070, 52,321,52,1500, 2,2,2,2, 64,64,237,237, 0,24,9,0,2,2, 1,6,4
9927377, 192.168.10.25, 68.67.178.197, 59375,20480, 6,6, 7,6,1881,1107, 52,1500,40,851, 1,1133,677,1133, 64,64,53,53, 0,11,2,1,2,2, 1,6,5
9927377, 192.168.10.25, 38.106.10.132, 22763,20480, 6,6, 6,4,680,964, 52,408,52,800, 2,9,4,6, 64,64,50,50, 0,9,2,0,2,2, 1,6,4
9927377, 192.168.10.15, 217.196.36.3, 31949,20480, 6,6, 4,4,172,3084, 40,52,40,1500, 86,201,16,186, 128,128,53,53, 0,7,0,1,2,1, 1,6,5
9927377, 192.168.10.25, 104.88.108.223, 57071,20480, 6,6, 6,4,719,383, 52,447,52,219, 1,9,6,10, 64,64,55,55, 0,9,2,0,2,2, 1,6,4
9927377, 192.168.10.16, 54.76.120.224, 9401,47873, 6,6, 12,9,972,5561, 40,259,52,1500, 1,374,1,387, 64,64,234,234, 0,18,7,2,2,2, 1,6,5
9927377, 192.168.10.8, 174.129.238.86, 60625,47873, 6,6, 11,13,2034,6859, 40,720,40,1500, 3,324,2,332, 128,128,236,236, 0,23,10,0,2,2, 1,6,4
9927377, 192.168.10.12, 151.101.208.166, 32437,47873, 6,6, 23,19,2098,5820, 40,619,52,1500, 2,3063,4,3064, 64,64,52,52, 0,39,8,2,2,2, 1,6,5
9927377, 192.168.10.15, 69.192.26.161, 49100,20480, 6,6, 15,15,978,3189, 40,397,40,1500, 7,4252,1,4253, 128,128,56,56, 0,29,2,0,2,2, 1,6,4
9927377, 192.168.10.12, 66.198.24.250, 30946,47873, 6,6, 12,6,1032,2032, 40,235,40,1500, 2,155,2,201, 64,64,54,54, 0,17,6,0,2,2, 1,6,4
9927377, 192.168.10.17, 199.244.49.19, 47299,47873, 6,6, 9,9,1601,1180, 52,585,52,393, 1,585,1,586, 64,64,55,55, 0,17,7,0,2,2, 1,6,4
9927377, 192.168.10.14, 5.45.205.234, 63446,20480, 6,6, 4,2,172,92, 40,52,40,52, 2,540,543,543, 128,128,52,52, 0,5,0,0,2,2, 1,6,4
9927377, 192.168.10.25, 151.101.20.134, 57320,47873, 6,6, 14,8,1428,1436, 40,537,52,889, 1,4,2,4, 64,64,54,54, 0,17,8,4,2,3, 1,6,5
9927377, 192.168.10.8, 192.82.242.23, 62163,20480, 6,6, 6,6,1197,709, 40,985,40,485, 4,82,42,87, 128,128,53,244, 0,11,3,0,2,3, 1,6,4
9927377, 192.168.10.12, 66.155.97.49, 4809,47873, 6,6, 4,0,240,0, 60,60,0,0, 537,1151,0,0, 64,64,0,0, 0,0,0,0,4,0, 1,6,1
9927377, 192.168.10.17, 173.241.242.143, 60073,47873, 6,6, 12,9,1890,2553, 40,1123,40,1500, 1,448,2,451, 64,64,51,51, 0,20,6,0,2,2, 1,6,4
9927377, 192.168.10.19, 52.69.106.192, 21473,47873, 6,6, 42,40,4635,39138, 52,1014,52,1500, 1,201,1,206, 64,64,236,236, 0,81,13,0,2,2, 1,6,4
9927377, 192.168.10.12, 52.22.131.109, 49285,47873, 6,6, 8,6,569,4416, 40,245,52,1500, 4,15,8,19, 64,64,237,237, 0,9,2,4,2,2, 1,6,5
9927377, 192.168.10.8, 23.15.155.27, 63694,20480, 6,6, 12,10,928,484, 40,470,40,52, 19,215,19,217, 128,128,49,49, 0,21,1,0,2,2, 1,6,4
9927377, 192.168.10.12, 68.67.178.252, 21222,47873, 6,6, 8,6,1023,461, 52,569,52,193, 1,1470,2,1458, 64,64,52,52, 0,13,4,0,2,2, 1,6,4
9927377, 192.168.10.8, 31.13.71.7, 723,47873, 6,6, 10,11,951,4365, 40,242,40,1450, 2,87,1,91, 128,128,83,83, 0,19,9,2,2,2, 1,6,5
9927377, 192.168.10.25, 93.184.215.245, 1256,47873, 6,6, 32,43,2139,50323, 40,365,40,1500, 1,522,1,524, 64,64,51,51, 0,71,13,3,2,2, 1,6,5
9927377, 192.168.10.8, 96.43.146.17, 12495,47873, 6,6, 40,53,2334,38722, 40,382,40,1489, 1,2115,1,2115, 128,128,243,243, 0,92,24,1,2,2, 1,6,4
9927377, 192.168.10.8, 96.43.146.17, 18132,47873, 6,6, 9,12,741,3718, 40,252,40,1400, 1,257,6,261, 128,128,243,243, 0,20,7,1,2,2, 1,6,5
9927377, 192.168.10.51, 162.213.33.44, 36256,47873, 6,6, 12,11,1483,4530, 52,319,52,1500, 2,21,1,17, 64,64,49,49, 0,22,8,0,2,2, 1,6,4
9927377, 192.168.10.14, 188.40.17.83, 33750,20480, 6,6, 37,34,4210,40991, 40,419,40,1500, 2,1612,1,1634, 128,128,52,52, 0,70,13,0,2,2, 1,6,4
9927377, 192.168.10.9, 68.67.180.138, 57615,20480, 6,6, 8,15,333,8605, 40,52,40,1500, 7,353,2,354, 128,128,52,52, 0,22,4,0,2,2, 1,6,4
9927377, 192.168.10.25, 54.192.37.61, 50927,47873, 6,6, 21,18,2034,16426, 52,505,52,1500, 3,5,1,6, 64,64,241,241, 0,38,9,0,2,3, 1,6,4
9927377, 192.168.10.12, 52.94.232.33, 52424,47873, 6,6, 17,17,1589,6006, 40,595,40,1500, 5,2473,2,2452, 64,64,220,233, 0,33,6,0,2,2, 1,6,4
9927377, 192.168.10.14, 72.21.91.29, 27352,20480, 6,6, 17,15,1132,1540, 40,469,40,836, 1,3261,4,3262, 128,128,54,54, 0,31,2,0,2,2, 1,6,4
9927377, 192.168.10.8, 172.217.12.163, 16850,47873, 6,6, 19,16,1479,5358, 40,238,40,1470, 1,2641,1,2647, 128,128,52,52, 0,34,17,0,2,2, 1,6,4
