ts, sip, dip, sport, dport, proto, dura, orig_pks, reply_pks, orig_bytes, reply_bytes, orig_min_pkt_size, orig_max_pkt_size, reply_min_pkt_size, reply_max_pkt_size, orig_min_interval, orig_max_interval, reply_min_interval, reply_max_interval, orig_min_ttl, orig_max_ttl, reply_min_ttl, reply_max_ttl, urg, ack, psh, rst, syn, fin, is_new, state, prev_state
624154, 1.1.0.205, 1.1.131.3, 32863,20480, 6,6, 18,146,1238,208064, 52,199,52,1500, 1,772,2,68, 32,32,32,32, 0,162,72,0,4,4, 1,6,4
624154, 1.1.2.123, 1.1.128.66, 36209,57626, 6,9, 350,184,21730,178434, 52,329,52,1065, 1,414,1,404, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.2.141, 1.1.130.148, 27908,57626, 6,8, 350,184,21730,178434, 52,329,52,1065, 1,476,1,509, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.2.121, 1.1.129.32, 56505,20480, 6,4, 14,36,1356,43062, 52,362,52,1500, 1,198,1,67, 32,32,32,32, 0,48,18,0,4,4, 1,6,4
624154, 1.1.1.0, 1.1.131.91, 51677,57626, 6,8, 350,184,21730,178434, 52,329,52,1065, 1,359,1,390, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.3.213, 1.1.130.248, 21779,57626, 6,6, 350,184,21730,178434, 52,329,52,1065, 1,527,1,564, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.1.154, 1.1.131.28, 19710,57626, 6,9, 350,184,21730,178434, 52,329,52,1065, 1,344,1,351, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.3.87, 1.1.131.233, 54566,20480, 6,9, 18,146,1254,208064, 52,207,52,1500, 2,769,1,64, 32,32,32,32, 0,162,72,0,4,4, 1,6,4
624154, 1.1.0.156, 1.1.131.85, 18136,57626, 6,11, 350,184,21730,178434, 52,329,52,1065, 1,696,1,730, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.1.255, 1.1.131.90, 5487,20480, 6,4, 540,738,748734,1053348, 52,1500,52,1500, 1,1119,1,1119, 32,32,32,32, 0,1276,620,0,4,4, 1,6,4
624154, 1.1.1.207, 1.1.129.13, 33648,20480, 6,10, 20,22,7168,11860, 52,1457,52,1457, 1,2693,1,2660, 32,32,32,32, 0,40,22,0,4,4, 1,6,4
624154, 1.1.3.196, 1.1.130.15, 51806,13568, 17,15, 2,2,144,176, 72,72,88,88, 0,0,0,0, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.1.159, 1.1.131.219, 10160,20480, 6,4, 10,8,1886,1196, 52,731,52,438, 6,54,3,50, 32,32,32,32, 0,16,4,0,4,4, 1,6,4
624154, 1.1.2.55, 1.1.131.147, 60658,57626, 6,7, 350,184,21730,178434, 52,329,52,1065, 1,366,2,397, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.3.45, 1.1.130.60, 33529,20480, 6,4, 10,10,1364,3524, 52,470,52,1500, 1,28,1,19, 32,32,32,32, 0,18,4,0,4,4, 1,6,4
624154, 1.1.1.194, 1.1.131.202, 3994,13568, 17,12, 2,2,144,176, 72,72,88,88, 0,0,1,1, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.0.67, 1.1.128.45, 18860,20480, 6,10, 70,2056,10002,3025162, 52,1260,52,1500, 1,50046,1,49793, 32,32,32,32, 0,2124,1032,0,4,4, 1,6,4
624154, 1.1.1.0, 1.1.131.91, 46696,57626, 6,8, 350,184,21730,178434, 52,329,52,1065, 1,363,1,385, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.0.189, 1.1.128.170, 33221,57626, 6,7, 350,184,21730,178434, 52,329,52,1065, 1,7370,1,7509, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.0.209, 1.1.130.185, 793,20480, 6,7, 18,146,1238,208064, 52,199,52,1500, 1,772,2,68, 32,32,32,32, 0,162,72,0,4,4, 1,6,4
624154, 1.1.3.67, 1.1.129.112, 44911,20480, 6,4, 42,532,6242,773142, 52,385,52,1500, 1,24760,1,24773, 32,32,32,32, 0,572,280,0,4,4, 1,6,4
624154, 1.1.1.210, 1.1.129.204, 4165,57626, 6,3, 350,184,21730,178434, 52,329,52,1065, 1,548,1,589, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.1.45, 1.1.128.65, 13567,57626, 6,6, 350,184,21730,178434, 52,329,52,1065, 1,3072,2,3180, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.2.238, 1.1.131.81, 36372,57626, 6,9, 354,186,21972,180564, 52,329,52,1065, 1,1508,1,1541, 32,32,32,32, 0,538,348,0,4,4, 1,6,4
624154, 1.1.2.17, 1.1.130.237, 40975,47873, 6,6, 38,718,3862,1039068, 52,557,52,1500, 1,1117,1,49, 32,32,32,32, 0,754,372,0,4,4, 1,6,4
624154, 1.1.3.152, 1.1.131.147, 33216,20480, 6,9, 32,52,11950,61204, 52,1500,52,1500, 1,198,1,138, 32,32,32,32, 0,82,36,0,4,4, 1,6,4
624154, 1.1.3.208, 1.1.128.41, 3380,20480, 6,9, 1038,204,1500544,253854, 52,1500,52,1500, 1,772,1,1119, 32,32,32,32, 0,1240,604,0,4,4, 1,6,4
624154, 1.1.2.214, 1.1.128.157, 46866,13568, 17,18, 2,2,130,162, 65,65,81,81, 0,0,1,1, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.3.95, 1.1.130.100, 4100,13568, 17,11, 4,4,252,316, 61,65,77,81, 1,848,1,840, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.0.89, 1.1.131.67, 3129,20480, 6,8, 20,22,7142,11856, 52,1457,52,1457, 1,2755,1,2720, 32,32,32,32, 0,40,22,0,4,4, 1,6,4
624154, 1.1.0.44, 1.1.131.5, 53974,20480, 6,5, 26,74,6526,94968, 52,339,52,1500, 2,101,4,56, 32,32,32,32, 0,98,52,0,4,2, 1,6,4
624154, 1.1.1.58, 1.1.131.64, 1439,20480, 6,11, 20,80,1904,107354, 52,279,52,1500, 1,395,2,76, 32,32,32,32, 0,98,42,0,4,4, 1,6,4
624154, 1.1.3.165, 1.1.128.194, 61661,13568, 17,10, 10,10,600,760, 60,60,76,76, 3,22300,3,22304, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.2.14, 1.1.131.150, 46364,20480, 6,7, 10,8,1152,720, 52,364,52,200, 3,61,4,80, 32,32,32,32, 0,16,4,0,4,4, 1,6,4
624154, 1.1.3.186, 1.1.130.241, 45487,57626, 6,10, 350,184,21730,178434, 52,329,52,1065, 1,3127,1,3187, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.3.152, 1.1.128.241, 52245,20480, 6,9, 20,80,1904,107354, 52,279,52,1500, 1,395,2,75, 32,32,32,32, 0,98,42,0,4,4, 1,6,4
624154, 1.1.1.190, 1.1.131.16, 58358,57626, 6,2, 350,184,21730,178434, 52,329,52,1065, 1,367,1,400, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.1.244, 1.1.131.127, 4369,47873, 6,7, 18,18,4028,3214, 52,1355,52,604, 1,185,1,203, 32,32,32,32, 0,34,16,0,4,4, 1,6,4
624154, 1.1.1.199, 1.1.131.57, 42726,57626, 6,11, 350,184,21730,178434, 52,329,52,1065, 1,571,1,609, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.3.70, 1.1.128.189, 34131,20480, 6,5, 26,76,5952,93608, 52,339,52,1500, 2,142,2,56, 32,32,32,32, 0,100,52,0,4,4, 1,6,4
624154, 1.1.1.153, 1.1.131.135, 30641,20480, 6,7, 18,146,1254,208064, 52,207,52,1500, 2,772,2,68, 32,32,32,32, 0,162,72,0,4,4, 1,6,4
624154, 1.1.2.65, 1.1.131.231, 6645,20480, 6,8, 18,146,1254,208064, 52,207,52,1500, 1,775,2,67, 32,32,32,32, 0,162,72,0,4,4, 1,6,4
624154, 1.1.3.151, 1.1.130.132, 33391,13568, 17,16, 10,10,600,760, 60,60,76,76, 1,24642,3,24643, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.2.247, 1.1.131.51, 10564,13568, 17,19, 4,4,252,316, 61,65,77,81, 1,724,1,716, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.3.237, 1.1.131.67, 36207,13568, 17,13, 2,2,114,146, 57,57,73,73, 1,1,0,0, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.2.241, 1.1.130.115, 22609,47873, 6,4, 28,18,10198,1188, 52,1500,52,103, 1,14,1,37, 32,32,32,32, 0,44,30,0,4,4, 1,6,4
624154, 1.1.3.56, 1.1.129.94, 61265,13568, 17,17, 2,2,118,150, 59,59,75,75, 0,0,1,1, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.2.14, 1.1.129.161, 49325,57626, 6,7, 350,184,21730,178434, 52,329,52,1065, 1,2210,1,2492, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.2.62, 1.1.129.18, 63013,57626, 6,4, 354,186,21972,180564, 52,329,52,1065, 1,8178,1,8191, 32,32,32,32, 0,538,348,0,4,4, 1,6,4
624154, 1.1.2.153, 1.1.130.72, 38905,5376, 6,2, 32,32,1848,2348, 52,74,52,106, 1,4316,1,4322, 32,32,32,32, 0,62,38,0,4,4, 1,6,4
624154, 1.1.0.112, 1.1.128.207, 38073,20480, 6,11, 1038,204,1500544,253854, 52,1500,52,1500, 1,774,1,1119, 32,32,32,32, 0,1240,604,0,4,4, 1,6,4
624154, 1.1.0.249, 1.1.129.2, 13370,13568, 17,10, 4,4,252,316, 61,65,77,81, 4,787,1,772, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.2.162, 1.1.128.142, 50981,20480, 6,7, 20,80,1904,107354, 52,279,52,1500, 1,395,1,74, 32,32,32,32, 0,98,42,0,4,4, 1,6,4
624154, 1.1.1.58, 1.1.131.237, 55136,13568, 17,12, 10,10,600,760, 60,60,76,76, 1,24844,1,24843, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.3.95, 1.1.130.45, 23133,20480, 6,11, 20,22,7168,11860, 52,1457,52,1457, 1,3214,1,3189, 32,32,32,32, 0,40,22,0,4,4, 1,6,4
624154, 1.1.1.175, 1.1.129.64, 46066,57626, 6,10, 350,184,21730,178434, 52,329,52,1065, 1,371,1,394, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.0.151, 1.1.131.26, 61531,13568, 17,15, 2,2,130,162, 65,65,81,81, 0,0,1,1, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.1.69, 1.1.130.141, 21767,20480, 6,2, 20,22,7142,11856, 52,1457,52,1457, 1,2694,1,2662, 32,32,32,32, 0,40,22,0,4,4, 1,6,4
624154, 1.1.3.107, 1.1.129.138, 63765,20480, 6,4, 18,10,6898,3422, 52,1500,52,778, 1,15,1,36, 32,32,32,32, 0,26,8,0,4,4, 1,6,4
624154, 1.1.2.26, 1.1.131.151, 43864,20480, 6,9, 18,146,1254,208064, 52,207,52,1500, 1,774,2,18, 32,32,32,32, 0,162,72,0,4,4, 1,6,4
624154, 1.1.3.107, 1.1.129.46, 7706,20480, 6,4, 20,80,1904,107354, 52,279,52,1500, 1,395,1,73, 32,32,32,32, 0,98,42,0,4,4, 1,6,4
624154, 1.1.1.90, 1.1.129.199, 44478,20480, 6,2, 80,80,28430,52472, 52,1457,52,1457, 1,869,1,891, 32,32,32,32, 0,158,74,0,4,4, 1,6,4
624154, 1.1.2.109, 1.1.128.156, 53657,20480, 6,3, 70,2046,10002,3010162, 52,1260,52,1500, 1,5630,1,5657, 32,32,32,32, 0,2114,1026,0,4,4, 1,6,4
624154, 1.1.1.7, 1.1.130.21, 14495,20480, 6,4, 20,80,1904,107354, 52,279,52,1500, 1,395,2,74, 32,32,32,32, 0,98,42,0,4,4, 1,6,4
624154, 1.1.2.49, 1.1.129.51, 44983,57626, 6,10, 350,184,21730,178434, 52,329,52,1065, 1,438,1,452, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.3.95, 1.1.129.96, 24804,20480, 6,11, 80,80,27976,52006, 52,1457,52,1457, 1,853,1,878, 32,32,32,32, 0,158,74,0,4,4, 1,6,4
624154, 1.1.3.165, 1.1.131.50, 33403,20480, 6,10, 14,36,1356,43058, 52,362,52,1500, 2,198,2,19, 32,32,32,32, 0,48,18,0,4,4, 1,6,4
624154, 1.1.3.238, 1.1.130.19, 22128,47873, 6,2, 28,18,10198,1188, 52,1500,52,103, 1,14,1,39, 32,32,32,32, 0,44,30,0,4,4, 1,6,4
624154, 1.1.0.215, 1.1.128.23, 51915,13568, 17,11, 2,2,130,162, 65,65,81,81, 0,0,1,1, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.3.154, 1.1.130.206, 56938,5376, 6,7, 32,32,1848,2348, 52,74,52,106, 1,4315,1,4324, 32,32,32,32, 0,62,38,0,4,4, 1,6,4
624154, 1.1.0.227, 1.1.128.80, 65065,13568, 17,14, 2,2,118,150, 59,59,75,75, 0,0,1,1, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.0.203, 1.1.130.122, 60689,13568, 17,14, 4,4,252,316, 61,65,77,81, 821,821,4,798, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.3.58, 1.1.129.24, 9330,5120, 6,3, 20,356,1048,518520, 52,56,52,1500, 1,1117,2,156, 32,32,32,32, 0,374,176,0,4,4, 1,6,4
624154, 1.1.1.207, 1.1.131.197, 57324,13568, 17,10, 4,4,252,316, 61,65,77,81, 630,630,3,624, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.0.53, 1.1.128.33, 12853,57626, 6,10, 350,184,21730,178434, 52,329,52,1065, 1,417,1,449, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.3.80, 1.1.130.100, 56125,20480, 6,8, 26,72,6526,92000, 52,339,52,1500, 1,127,1,56, 32,32,32,32, 0,96,48,0,4,4, 1,6,4
624154, 1.1.2.49, 1.1.129.51, 47732,57626, 6,10, 350,184,21730,178434, 52,329,52,1065, 1,613,1,656, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.3.186, 1.1.131.135, 50574,13568, 17,16, 2,2,144,176, 72,72,88,88, 0,0,0,0, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.3.117, 1.1.130.141, 56727,20480, 6,4, 20,22,7168,11860, 52,1457,52,1457, 1,2731,1,2697, 32,32,32,32, 0,40,22,0,4,4, 1,6,4
624154, 1.1.0.169, 1.1.128.217, 11801,47873, 6,9, 28,18,10198,1188, 52,1500,52,103, 1,14,1,33, 32,32,32,32, 0,44,30,0,4,4, 1,6,4
624154, 1.1.2.120, 1.1.130.39, 52601,20480, 6,6, 18,146,1238,208064, 52,199,52,1500, 1,772,2,69, 32,32,32,32, 0,162,72,0,4,4, 1,6,4
624154, 1.1.2.169, 1.1.128.130, 50194,20480, 6,2, 18,146,1238,208064, 52,199,52,1500, 1,772,2,66, 32,32,32,32, 0,162,72,0,4,4, 1,6,4
624154, 1.1.3.107, 1.1.128.66, 5137,20480, 6,4, 32,52,11950,61204, 52,1500,52,1500, 1,198,1,138, 32,32,32,32, 0,82,36,0,4,4, 1,6,4
624154, 1.1.1.45, 1.1.128.65, 46395,57626, 6,6, 350,184,21730,178434, 52,329,52,1065, 1,3294,1,3454, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.3.80, 1.1.129.53, 40936,5120, 6,11, 8,8,424,1942, 52,56,52,811, 1,100,1,103, 32,32,32,32, 0,14,2,0,4,4, 1,6,4
624154, 1.1.3.96, 1.1.129.27, 58305,20480, 6,9, 540,738,748734,1053348, 52,1500,52,1500, 1,1119,2,1119, 32,32,32,32, 0,1276,620,0,4,4, 1,6,4
624154, 1.1.3.29, 1.1.130.222, 6138,13568, 17,19, 2,2,118,150, 59,59,75,75, 0,0,1,1, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.0.141, 1.1.129.177, 47510,57626, 6,10, 350,184,21730,178434, 52,329,52,1065, 1,4081,1,4116, 32,32,32,32, 0,532,344,0,4,4, 1,6,4
624154, 1.1.1.168, 1.1.129.218, 34757,13568, 17,19, 2,2,144,176, 72,72,88,88, 0,0,1,1, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.1.226, 1.1.130.154, 2891,13568, 17,10, 2,2,144,176, 72,72,88,88, 0,0,1,1, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.1.30, 1.1.130.237, 11793,13568, 17,13, 2,2,130,162, 65,65,81,81, 0,0,1,1, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
624154, 1.1.0.95, 1.1.129.136, 29577,20480, 6,2, 1038,204,1500544,253854, 52,1500,52,1500, 1,772,2,1119, 32,32,32,32, 0,1240,604,0,4,4, 1,6,4
624154, 1.1.3.154, 1.1.128.139, 13325,20480, 6,3, 42,54,40176,52530, 52,1312,52,1500, 1,103,1,71, 32,32,32,32, 0,94,70,0,4,4, 1,6,4
624154, 1.1.1.175, 1.1.129.64, 9814,57626, 6,10, 354,186,21972,180564, 52,329,52,1065, 1,589,1,622, 32,32,32,32, 0,538,348,0,4,4, 1,6,4
624154, 1.1.1.165, 1.1.128.38, 46278,20480, 6,11, 18,146,1254,208064, 52,207,52,1500, 1,772,2,73, 32,32,32,32, 0,162,72,0,4,4, 1,6,4
624154, 1.1.1.181, 1.1.130.238, 21312,20480, 6,2, 70,2038,10002,2998162, 52,1260,52,1500, 1,5630,1,5656, 32,32,32,32, 0,2106,1024,0,4,4, 1,6,4
624154, 1.1.0.223, 1.1.130.244, 12809,13568, 17,18, 10,10,600,760, 60,60,76,76, 1,24749,1,24766, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
